"RoleId","RoleName","RoleCode","Description","ActiveFlag","AbstractRole","DataRole","JobRole","DutyRole","DelegationAllowed","ExternalRole","ObjectVersionNumber"
300000002568910,"Employee","ORA_PER_EMPLOYEE_ABSTRACT","Identifies the person as an employee.",true,"Y","N","N",,"N",,231
300000002568945,"Employee Development Manager","ORA_HWR_EMPLOYEE_DEVELOPMENT_MANAGER_JOB","Individual responsible for managing employee development through personal brand management.",true,"N","N","Y",,"N",,229
300000002568647,"Employee Wellness Manager","ORA_EHW_EMPLOYEE_WELLNESS_MANAGER_JOB","Individual responsible for managing a corporate wellness programs.",true,"N","N","Y",,"N",,229
300000002568662,"Engagement Channel Application Administrator","ORA_SVC_ENGAGEMENT_CHANNEL_APPLICATION_ADMINISTRATOR_JOB","Individual responsible for administration of all aspects the supervisor dashboard, including setup and administration of the engagement channel.",true,"N","N","Y",,"N",,229
300000002568685,"Engagement Channel Supervisor","ORA_SVC_ENGAGEMENT_CHANNEL_SUPERVISOR_JOB","Individual responsible for monitoring metrics and overall resource balancing across the  Engagement channels.",true,"N","N","Y",,"N",,229
300000002568643,"Enterprise Contract Administrator","ORA_OKC_ENTERPRISE_CONTRACT_ADMINISTRATOR_JOB","Performs the duties of both customer contract administrator and supplier contract administrator.",true,"N","N","Y",,"N",,229
300000002568901,"Enterprise Contract Manager","ORA_OKC_ENTERPRISE_CONTRACT_MANAGER_JOB","Manages a team of enterprise contract administrators.",true,"N","N","Y",,"N",,229
300000002568920,"Enterprise Contract Team Member","ORA_OKC_ENTERPRISE_CONTRACT_TEAM_MEMBER_ABSTRACT",,true,"N","N","Y",,"N",,229
300000002568947,"Enterprise Risk and Control Manager","ORA_GTG_ENTERPRISE_RISK_AND_CONTROL_MANAGER_JOB","Individual responsible for managing enterprise risks and controls.",false,"N","N","Y",,"N",,100
300000251615974,"Enterprise Scheduler Administration","ORA_CRM_EXTN_ENTERPRISE_SCHEDULER_ROLE","This role grants access to custom objects for ESS Jobs",true,"N","N","Y",,"N",,47
300000002568694,"Environment, Health and Safety Manager","ORA_HNS_ENVIRONMENT_HEALTH_AND_SAFETY_MANAGER_JOB","Manages the performance of operational tasks related to the support of an health and safety infrastructure.",true,"N","N","Y",,"N",,229
300000002568864,"Ex-Worker","ORA_PER_EX_WORKER_ABSTRACT","Identifies the user as an ex-worker who is not an employee, a contingent worker, or a nonworker in the enterprise but needs to access applications after their termination date.",true,"Y","N","N",,"N",,229
300000002568880,"Executive Manager","ORA_PER_EXECUTIVE_MANAGER_ABSTRACT","Leads one or more groups or departments, working directly with the higher levels of management.",true,"Y","N","N",,"N",,229
300000002568667,"Expense Audit Manager","ORA_EXM_EXPENSE_AUDIT_MANAGER_JOB","Plans, leads, and controls the activities of the internal audit staff to achieve the objectives of the Internal Audit function for an organization.",true,"N","N","Y",,"N",,229
300000002568851,"Expense Auditor","ORA_EXM_EXPENSE_AUDITOR_JOB","Reviews and audits expense reports on a daily basis to ensure compliance with the company's reimbursement policy.",true,"N","N","Y",,"N",,229
300000002568701,"Expense Manager","ORA_EXM_EXPENSE_MANAGER_JOB","Manages company's expense policies and processes. Reviews and proposes changes to expense policies.",true,"N","N","Y",,"N",,229
300000002568671,"Export Import Functional Setups User","ORA_ASM_EXPORT_IMPORT_FUNCTIONAL_SETUPS_USER","Provides functional users with elevated access aimed at handling functional setup data reporting and migration.",true,"Y","N","N",,"N",,229
300000002568621,"External Auditor","ORA_GTG_RISK_MANAGEMENT_AUDITOR_JOB","Individual responsible for auditing enterprise advanced access and transaction controls, financial compliance controls, and access certifications.",true,"N","N","Y",,"N",,229
300000002568948,"External Payment Service Provider","ORA_HES_EXTERNAL_PAYMENT_SERVICE_PROVIDER_JOB","Integrates using REST services all payment transactions from an external payment service provider to the Oracle Student Management Cloud application.",true,"N","N","Y",,"N",,229
300000002568749,"Federal Budget Manager","ORA_FV_FEDERAL_BUDGET_MANAGER_JOB","Manages all U.S. Federal Financials budget functions.",true,"N","N","Y",,"N",,229
300000002568690,"Field Service Administrator","ORA_RCL_FIELD_SERVICE_ADMINISTRATOR_JOB","Individual responsible for the administration of field service logistics.",true,"N","N","Y",,"N",,229
300000002568921,"Field Service Technician","ORA_SVC_FIELD_SERVICE_TECHNICIAN_JOB","The field service resource assigned to a service work order who is responsible for performing the work.",true,"N","N","Y",,"N",,229
300000002568878,"Financial Analyst","ORA_GL_FINANCIAL_ANALYST_JOB","Analyzes the financial performance of an enterprise or an organization within an enterprise.",true,"N","N","Y",,"N",,229
300000229960777,"Financial Analyst Custom","GL_FINANCIAL_ANALYST_JOB_CUSTOM","Analyzes the financial performance of an enterprise or an organization within an enterprise.",true,"N","N","Y","N","N",,110
300000230008272,"Financial Analyst Custom Custom","GL_FINANCIAL_ANALYST_JOB_CUSTOM_CUSTOM","Analyzes the financial performance of an enterprise or an organization within an enterprise.",true,"N","N","Y","N","N",,110
300000002568858,"Financial Application Administrator","ORA_FUN_FINANCIAL_APPLICATION_ADMINISTRATOR_JOB","Manages financial application administration. Collaborates with financial application users to maintain consistent financial application setup, rules, and access.",true,"N","N","Y",,"N",,229
300000002568639,"Financial Integration Specialist","ORA_FUN_FINANCIAL_INTEGRATION_SPECIALIST_JOB","Individual responsible for planning, coordinating, and supervising all activities related to the integration of financial information systems.",true,"N","N","Y",,"N",,229
300000002568949,"Financial Supply Chain Manufacturing Application Administrator","ORA_FUN_FIN_SCM_MFG_APPLICATION_ADMINISTRATOR_JOB","Individual responsible for administration of the financials supply chain and manufacturing pillar.",true,"N","N","Y",,"N",,229
300000002568813,"Fiscal Document Specialist","ORA_CMF_FISCAL_DOCUMENT_SPECIALIST_JOB","Individual responsible for the validation of receipt fiscal document information, particularly financial and tax amounts applicable to purchase order receipts of goods and services.",true,"N","N","Y",,"N",,229
300000002568882,"Functional Setups User","ORA_ASM_FUNCTIONAL_SETUPS_USER_ABSTRACT","Uses the functional user overview, and assigned tasks, and task lists. This role inherits the Functional Setups Duty job role and maintains a one to one relationship with this role. This role addresses dependency issues and should not be directly inherited by any product job or duty role.",true,"Y","N","N",,"N",,229
300000229558547,"Functional Setups User Custom","ASM_FUNCTIONAL_SETUPS_USER_ABSTRACT_CUSTOM","Uses the functional user overview, and assigned tasks, and task lists. This role inherits the Functional Setups Duty job role and maintains a one to one relationship with this role. This role addresses dependency issues and should not be directly inherited by any product job or duty role.",true,"Y","N","N","N","N",,115
300000230007801,"Functional Setups User Custom Custom","ASM_FUNCTIONAL_SETUPS_USER_ABSTRACT_CUSTOM_CUSTOM","Uses the functional user overview, and assigned tasks, and task lists. This role inherits the Functional Setups Duty job role and maintains a one to one relationship with this role. This role addresses dependency issues and should not be directly inherited by any product job or duty role.",true,"Y","N","N","N","N",,1
300000230007802,"Functional Setups User Custom Custom","ASM_FUNCTIONAL_SETUPS_USER_ABSTRACT_CUSTOM_CUSTOM","Uses the functional user overview, and assigned tasks, and task lists. This role inherits the Functional Setups Duty job role and maintains a one to one relationship with this role. This role addresses dependency issues and should not be directly inherited by any product job or duty role.",true,"Y","N","N","N","N",,110
300000002568780,"General Accountant","ORA_GL_GENERAL_ACCOUNTANT_JOB","Records and reports financial transactions and manages revenue, expense, asset, liability and equity accounts. Responsible for recording accounting adjustments, accruals, allocations, currency revaluations and translations.",true,"N","N","Y",,"N",,229
300000002568906,"General Accounting Manager","ORA_GL_GENERAL_ACCOUNTING_MANAGER_JOB","Manages the general accounting functions of an enterprise including general ledger, subsidiary ledgers, and cost accounting.",true,"N","N","Y",,"Y",,230
300000002568794,"Grants Accountant","ORA_PJF_GRANTS_ACCOUNTANT_JOB","Oversees the collection, recording, allocation, and analysis of award and project costs and revenue. Analyses budget and actual costs and prepares project profit and loss statements. Reports financial performance to project managers and executives. Prepares draft invoices, obtains approval from project managers, and transfers invoices to the Receivables application. Compiles billing support and backup documentation. Manages period or year-end closing procedures.",true,"N","N","Y",,"N",,229
300000002568841,"Grants Administrator","ORA_PJF_GRANTS_ADMINISTRATOR_JOB","Assists the principal investigator with the administrative functions of an award and its related projects, particularly with data collection and data entry tasks.",true,"N","N","Y",,"N",,229
300000002568734,"Grants Department Administrator","ORA_PJF_GRANTS_DEPARTMENT_ADMINISTRATOR_JOB","Assists the principal investigator with the administrative functions of an award and its related projects, particularly with data collection and data entry tasks for one or more departments within the enterprise.",true,"N","N","Y",,"N",,229
300000229507573,"HCM Integration Specialist View All Data Role","HCM_INTEGRATION_SPECIALIST_VIEW_ALL_DATA_ROLE_DATA","HCM Integration Specialist View All Data Role Data",true,"N","Y","N",,"N",,114
300000002568899,"Higher Education Application Administrator","ORA_HEY_HIGHER_EDUCATION_APPLICATION_ADMINISTRATOR_JOB","Manages administration of Higher Education applications.",true,"N","N","Y",,"N",,229
300000002568648,"Higher Education Instructor","ORA_HER_INSTRUCTOR_JOB","Prepares, delivers, and assesses student performance on instructional material for a group of learners in a higher education setting.",true,"N","N","Y",,"N",,229
300000002568916,"Hiring Manager","ORA_IRC_HIRING_MANAGER_ABSTRACT","Individual who can hire candidates to complete their team.",true,"Y","N","N",,"N",,229
300000002568721,"Human Capital Management Application Administrator","ORA_HRC_HUMAN_CAPITAL_MANAGEMENT_APPLICATION_ADMINISTRATOR_JOB","Configures the Oracle Fusion Global Human Resources application and has access to all duty roles necessary to implement the Compensation, Workforce Deployment, and Workforce Development offerings.",true,"N","N","Y",,"N",,229
300000002568664,"Human Capital Management Integration Specialist","ORA_HRC_HUMAN_CAPITAL_MANAGEMENT_INTEGRATION_SPECIALIST_JOB","Individual responsible for planning, coordinating, and supervising all activities related to the integration of human capital management information systems.",true,"N","N","Y",,"N",,229
300000002568892,"Human Resource Analyst","ORA_PER_HUMAN_RESOURCE_ANALYST_JOB","Performs duties of a human resources analyst.",true,"N","N","Y",,"N",,229
300000127706420,"Human Resource Analyst View All Data Role","HUMAN_RESOURCE_ANALYST_VIEW_ALL_DATA_ROLE_DATA","Human Resource Analyst View All Data Role views the data related to the seeded Human resource analyst job role",true,"N","Y","N",,"N",,229
300000002568842,"Human Resource Help Desk Administrator","ORA_SVC_HUMAN_RESOURCE_HELP_DESK_ADMINISTRATOR_JOB","Individual responsible for managing all aspects of human resource help desk service requests. In addition, can manage queues and administer the human resource help desk service application, including setup.",true,"N","N","Y",,"N",,229
300000002568681,"Human Resource Help Desk Agent","ORA_SVC_HUMAN_RESOURCE_HELP_DESK_AGENT_JOB",,true,"N","N","Y",,"N",,229
300000002568726,"Human Resource Help Desk Manager","ORA_SVC_HUMAN_RESOURCE_HELP_DESK_MANAGER_JOB",,true,"N","N","Y",,"N",,229
300000002568820,"Human Resource Manager","ORA_PER_HUMAN_RESOURCE_MANAGER_JOB","Performs duties of a human resources manager.",true,"N","N","Y",,"N",,229
300000002568954,"Human Resource Specialist","ORA_PER_HUMAN_RESOURCE_SPECIALIST_JOB","Performs duties of a human resources specialist.",true,"N","N","Y",,"N",,229
300000002433304,"Human Resource Specialist View All Data Role","HUMAN_RESOURCE_SPECIALIST_VIEW_ALL_DATA_ROLE_DATA","Human Resource Specialist View All Data Role is inherited from the delivered job role and view all data role has been given. This will be used only by the developers and IT admins.",true,"N","Y","N",,"N",,229
300000002568918,"IT Auditor","ORA_ASE_IT_AUDITOR_JOB",,true,"N","N","Y",,"N",,229
300000002568890,"IT Security Manager","ORA_FND_IT_SECURITY_MANAGER_JOB","Protects assets such as information technology systems, data, and networks.",true,"N","N","Y",,"N",,231
300000002568706,"Incentive Compensation Analyst","ORA_CN_INCENTIVE_COMPENSATION_ANALYST_JOB","Manage participant data, exceptions, and reports",true,"N","N","Y",,"N",,229
300000002568932,"Incentive Compensation Application Administrator","ORA_CN_INCENTIVE_COMPENSATION_ADMINISTRATOR_JOB","Set up incentive compensation application",true,"N","N","Y",,"N",,229
300000002568654,"Incentive Compensation Integration Specialist","ORA_CN_INCENTIVE_COMPENSATION_INTEGRATION_SPECIALIST_JOB","Individual responsible for planning, coordinating, and supervising all activities related to the integration of incentive compensation information systems.",true,"N","N","Y",,"N",,229
300000002568618,"Incentive Compensation Manager","ORA_CN_INCENTIVE_COMPENSATION_MANAGER_JOB","Manage processes and workloads, assignments, and payments",true,"N","N","Y",,"N",,229
300000002568768,"Incentive Compensation Participant","ORA_CN_INCENTIVE_COMPENSATION_PARTICIPANT_ABSTRACT","Receive incentive compensation computed by the application and review reports",true,"Y","N","N",,"N",,229
300000002568886,"Incentive Compensation Participant Manager","ORA_CN_INCENTIVE_COMPENSATION_PARTICIPANT_MANAGER_ABSTRACT","Manage participants who receive incentive compensation and review reports",true,"Y","N","N",,"N",,229
300000002568680,"Incentive Compensation Plan Administrator","ORA_CN_INCENTIVE_COMPENSATION_PLAN_ADMINISTRATOR_JOB","Configure and manage incentive plans, plan components, and classification rules",true,"N","N","Y",,"N",,229
300000002568849,"Inside Sales Manager","ORA_ZBS_INSIDE_SALES_MANAGER_JOB","Represents the business to prospects, and qualifies new leads from their desktop in a virtual environment by educating and answering questions from potential customers.",true,"N","N","Y",,"N",,229
300000002568622,"Inside Sales Representative","ORA_ZBS_INSIDE_SALES_REPRESENTATIVE_JOB","Represents the business to sell its products from their desktop in a virtual environment. Maintains relationships with customers and contacts, builds pipeline, manages leads and opportunities, and performs sales forecasting.",true,"N","N","Y",,"N",,229
300000002568825,"Integration Specialist","ORA_FND_INTEGRATION_SPECIALIST_JOB","Individual responsible for planning, coordinating, and supervising all activities related to the integration of enterprise information systems.",true,"N","N","Y",,"N",,231
300000002568624,"Intercompany Accountant","ORA_FUN_INTERCOMPANY_ACCOUNTANT_JOB","Manages intercompany transaction processing, reconciliation and reporting.",true,"N","N","Y",,"N",,229
300000002568950,"Internal Auditor","ORA_FND_INTERNAL_AUDITOR_JOB","Independent auditor responsible for internal audit and oversight activities for an enterprise including financial, operational and internal control reviews, corporate compliance reviews, and independent investigations. This individual should report to executive management, but does not replace the need for external independent auditors.",true,"N","N","Y",,"N",,229
300000002568871,"Internal Help Desk Administrator","ORA_SVC_INTERNAL_HELP_DESK_ADMINISTRATOR_JOB","Individual responsible for managing setup and configuration for Internal Help Desks.",true,"N","N","Y",,"N",,229
300000002568651,"Internal Help Desk Agent","ORA_SVC_INTERNAL_HELP_DESK_AGENT_JOB","Individual responsible for creating Help Desk tickets on behalf of employees and managing Internal Help Desk tickets.",true,"N","N","Y",,"N",,229
300000002568763,"Internal Help Desk Manager","ORA_SVC_INTERNAL_HELP_DESK_MANAGER_JOB","Individual responsible for managing a group of Internal Help Desk Agents or who has responsibility for reviewing and analyzing Internal Help Desk metrics.",true,"N","N","Y",,"N",,229
300000002568931,"Internal Help Desk User","ORA_SVC_INTERNAL_HELP_DESK_USER_JOB","Internal user requesting support to resolve their questions and issues.",true,"N","N","Y",,"N",,229
300000002568883,"Inventory Manager","ORA_INV_INVENTORY_MANAGER_JOB","Manages activities in the warehouse such as managing inventory transactions, planning inventory replenishment and managing cycle and physical inventory counts.",true,"N","N","Y",,"N",,229
300000002568865,"Joint Venture Accountant","ORA_JV_JOINT_VENTURE_ACCOUNTANT_JOB","Individual responsible for maintaining joint venture terms and managing the processing of joint venture transactions.",true,"N","N","Y",,"N",,229
300000002568688,"Joint Venture Accounting Manager","ORA_JV_JOINT_VENTURE_ACCOUNTING_MANAGER_JOB","Individual responsible for overseeing all functions related to managing joint ventures.",true,"N","N","Y",,"N",,229
300000002568845,"Joint Venture Application Administrator","ORA_JV_JOINT_VENTURE_APPLICATION_ADMINISTRATOR_JOB","Superuser responsible for administering all aspects of the joint venture application.",true,"N","N","Y",,"N",,229
300000002568702,"Knowledge Analyst","ORA_CSO_KNOWLEDGE_ANALYST_JOB","Individual responsible for creation of knowledge articles.",true,"N","N","Y",,"N",,229
300000002568784,"Knowledge Author HCM","ORA_CSO_KNOWLEDGE_AUTHOR_HCM_JOB","Provides for the ability to author HR articles",true,"N","N","Y",,"N",,229
300000002568903,"Knowledge Author Service","ORA_CSO_KNOWLEDGE_AUTHOR_SERVICE_JOB","Provides for the ability to author service articles",true,"N","N","Y",,"N",,229
300000002568703,"Knowledge Manager","ORA_CSO_KNOWLEDGE_MANAGER_JOB","Individual responsible for managing Knowledge Base activities.",true,"N","N","Y",,"N",,229
300000002568767,"Knowledge Search HCM","ORA_CSO_KNOWLEDGE_SEARCH_HCM_JOB","Provides for the ability to search HR Knowledge articles",true,"N","N","Y",,"N",,229
300000002568709,"Knowledge Search Service","ORA_CSO_KNOWLEDGE_SEARCH_SERVICE_JOB","Provides the ability to search Service department articles",true,"N","N","Y",,"N",,229
300000002568857,"Labor Distribution Accountant","ORA_PJF_LABOR_DISTRIBUTION_ACCOUNTANT_DISCRETIONARY","This is a discretionary role provisioned to end-users on an as required basis for the purpose of importing payroll amounts for different pay elements for all people under a higher level organization, and executing the process to distribute the payroll amount to project and nonproject transactions based on the labor schedule defined for the person. The role also performs the task to review any errors generated from distributing and processing the payroll costs, correcting the errors, and re-executing the process. The resulting distributions can be viewed and marked for re-processing if further adjustments need to happen.",true,,,,,"N",,1
300000002568804,"Labor Distribution Administrator","ORA_PJF_LABOR_DISTRIBUTION_ADMINISTRATOR_DISCRETIONARY","This is a discretionary role provisioned to end-users on an as required basis for the purpose of managing labor schedules for the people belonging to designated departments. Labor schedules are defined to distribute the effort of a person into project and nonproject work for a specified duration.",true,,,,,"N",,1
300000002568620,"Learning Specialist","ORA_WLF_LEARNING_SPECIALIST_JOB",,true,"N","N","Y",,"N",,229
300000229465735,"Learning Specialist View All Data Role","LEARNING_SPECIALIST_VIEW_ALL_DATA_ROLE_DATA","Learning Specialist View All Data Role Data",true,"N","Y","N",,"N",,114
300000002568652,"Line Manager","ORA_PER_LINE_MANAGER_ABSTRACT","Identifies the person as a line manager.",true,"Y","N","N",,"N",,229
300000002568840,"Loyalty Marketing Manager","ORA_LOY_LOYALTY_MARKETING_MANAGER_JOB","Business user specialized in Loyalty program management.",true,"N","N","Y",,"N",,229
300000002568670,"Loyalty Program Administrator","ORA_LOY_LOYALTY_PROGRAM_ADMINISTRATOR_JOB","Technical User specialized in Administering the Loyalty Program from a Technical perspective.",true,"N","N","Y",,"N",,229
300000002568870,"Maintenance Manager","ORA_MNT_MAINTENANCE_MANAGER_JOB","Individual responsible for ensuring effective maintenance programs are in place and overseeing completion of maintenance tasks.",true,"N","N","Y",,"N",,229
300000002568714,"Maintenance Technician","ORA_MNT_MAINTENANCE_TECHNICIAN_JOB","Individual responsible for the execution and completion of any maintenance tasks, and reporting materials and resources used during the maintenance activity.",true,"N","N","Y",,"N",,229
300000002568672,"Manufacturing Engineer","ORA_WIS_MANUFACTURING_ENGINEER_JOB","Individual responsible for dealing with different manufacturing practices and processes, and for the research and development of systems, processes, machines, tools and equipment that turn raw material into a product.",true,"N","N","Y",,"N",,229
300000002568743,"Marketing Analyst","ORA_MKT_MARKETING_ANALYST_JOB","Researches and analyzes marketing data and demand to influence product development and market strategies. Collaborates with corporate marketing managers to define segmentation strategies and develops criteria for identifying and grouping target audience segments for use in marketing campaigns.",true,"N","N","Y",,"N",,229
300000002568770,"Marketing Approver","ORA_MKT_MARKETING_APPROVER_ABSTRACT","Approves partner sales lead registrations submitted by external partners.",true,"N","N","Y",,"N",,229
300000002568869,"Marketing Manager","ORA_MKT_MARKETING_MANAGER_JOB","Coordinates marketing messaging content, pricing, segmentation, communication channels, and launch activities for marketing campaigns. Contributes to sales lead pipeline process and estimations, product definitions, and return on investment calculations.",true,"N","N","Y",,"N",,229
300000002568891,"Marketing Operations Manager","ORA_MKT_MARKETING_OPERATIONS_MANAGER_JOB","Manages the operations for marketing and leads. Develops tactical campaigns to carry out marketing strategies and communicate offers to customer segments using multiple marketing channels. Monitors campaign interactions, captures campaign responses, and manages sales leads to fill the sales pipeline. Creates and maintains the setup for marketing campaigns, responses, segments, lists, and treatments.",true,"N","N","Y",,"N",,229
300000002568927,"Marketing VP","ORA_MKT_MARKETING_VP_JOB","Determines high-level marketing objectives, strategies and budgets. Analyzes marketing activities to measure the effectiveness of marketing programs, reviews real-time marketing intelligence to optimize decisions throughout the marketing and sales cycle, take timely actions to influence business outcomes, and gain competitive advantage.",true,"N","N","Y",,"N",,229
300000002568658,"Master Data Management Application Administrator","ORA_ZCH_MASTER_DATA_MANAGEMENT_APPLICATION_ADMINISTRATOR_JOB","Administers the installation and maintenance of customer data management application and foundation model.",true,"N","N","Y",,"N",,229
300000002568704,"Materials Planner","ORA_MSC_MATERIALS_PLANNER_JOB","Manages and balances all demand and supply in the supply chain.",true,"N","N","Y",,"N",,229
300000002568733,"Next Gen Human Resource Help Desk Administrator","ORA_SVC_HUMAN_RESOURCE_HELP_DESK_ADMINISTRATOR_NG_JOB","Individual responsible for managing all aspects of a Next Gen Human Resource Help Desk. In addition, can manage queues and administer the Next Gen Human Resource Help Desk service application, including setup.",true,"N","N","Y",,"N",,229
300000002568615,"Next Gen Human Resource Help Desk Agent","ORA_SVC_HUMAN_RESOURCE_HELP_DESK_AGENT_NG_JOB","Individual responsible for creating Next Gen Human Resource service requests on behalf of users and managing Next Gen Human Resource service requests.",true,"N","N","Y",,"N",,229
300000002568686,"Next Gen Human Resource Help Desk Manager","ORA_SVC_HUMAN_RESOURCE_HELP_DESK_MANAGER_NG_JOB","Individual responsible for managing a group of Next Gen Human Resource Help Desk agents or who has responsibility for reviewing and analyzing Next Gen Human Resource Help Desk metrics.",true,"N","N","Y",,"N",,229
300000002568850,"Next Gen Human Resource Help Desk User","ORA_SVC_HUMAN_RESOURCE_HELP_DESK_USER_JOB","User requesting Next Gen Human Resource Help Desk support to resolve their Human Resource related questions and issues.",true,"N","N","Y",,"N",,229
300000002568682,"OPA Connector Administrator","ORA_ZUP_CONNECTOR_ADMINISTRATOR_JOB","Pulls metadata from CX Sales and B2B Service to design Intelligent Adviser interviews. These interviews are used for custom policy enforcement. Also configures Intelligent Adviser in CX Sales and B2B Service.",true,"N","N","Y",,"N",,229
300000002568753,"Obsolete: Treasury Accountant","ORA_CE_TREASURY_ACCOUNTANT_JOB","Individual responsible for timely and accurate accounting for treasury transactions, subsequent reconciliation and reporting.",true,"N","N","Y",,"N",,229
300000002568725,"Obsolete: Treasury Analyst","ORA_CE_TREASURY_ANALYST_JOB","Individual responsible for performing daily treasury and cash management activities.",true,"N","N","Y",,"N",,229
300000002568788,"Order Administrator","ORA_DOO_ORDER_ADMINISTRATOR_JOB","Configures all setup-related activities for order orchestration or order promising.",true,"N","N","Y",,"N",,229
300000002568655,"Order Entry Specialist","ORA_FOM_ORDER_ENTRY_SPECIALIST_JOB","Individual who is responsible for creating new orders, updating existing orders, and creating order returns.",true,"N","N","Y",,"N",,229
300000002568876,"Order Manager","ORA_DOO_ORDER_MANAGER_JOB","Manages coordination of fulfillment, which includes expediting orders to ensure they are fulfilled properly and on time. Also manages exceptions and issues with order fulfillment.",true,"N","N","Y",,"N",,229
300000002568778,"Order Orchestration Error Recovery Manager","ORA_DOO_ORDER_ORCHESTRATION_ERROR_RECOVERY_MANAGER_ABSTRACT","Manages the recovery of data and errors that occur during order orchestration.",true,"Y","N","N",,"N",,229
300000002568677,"Order Promising Manager","ORA_MSC_ORDER_PROMISING_MANAGER_JOB","Manages commitment of fulfillment dates, allocating scarce supply among competing demands and trading-off service levels with fulfillment costs.",true,"N","N","Y",,"N",,229
300000002568831,"PSC Agency Staff","ORA_PSC_AGENCY_STAFF_ABSTRACT","Default access needed by the Employees of the Agency. Duty roles assigned to this role grant access to the Agency Springboard, Task management.",true,"Y","N","N",,"N",,229
300000002568848,"PSC Associate Planner","ORA_PSC_ASSOCIATE_PLANNER_JOB","Prepares assessments on projects submitted for approval. Assists in the evaluation of projects submitted. Checks plans for zoning compliance.",true,"N","N","Y",,"N",,229
300000002568860,"PSC Auditor","ORA_PSC_AUDITOR_JOB","Responsible for developing, planning, implementing, and directing the city's comprehensive audit programs in order to evaluate the adequacy of the design and effectiveness of internal controls and the management of business risks within all departments. Works collaboratively with management to assist in ensuring fiscal integrity of operational and financial assets in accordance with policies, procedures, and applicable laws and regulations.",true,"N","N","Y",,"N",,229
300000002568736,"PSC Building Inspector","ORA_PSC_BUILDING_INSPECTOR_JOB","Performs Building Inspections",true,"N","N","Y",,"N",,229
300000002568861,"PSC Business Analyst","ORA_PSC_BUSINESS_ANALYST_JOB","Supports Agency in implementing and maintaining PSC Applications",true,"N","N","Y",,"N",,229
300000002568958,"PSC Business License Manager","ORA_PSC_BUSINESS_LICENSE_MANAGER_JOB","Administers the business licensing program. Prepares annual business license bills. Prints and mails licensing bills for registered businesses, responds to inquiries from business owners and the general public, researches and resolves problem situations. Administers and enforces the provisions of the Alcohol Beverage Ordinance. Acts as a liaison between departments regarding privileged license information.",true,"N","N","Y",,"N",,229
300000002568789,"PSC Business License Specialist","ORA_PSC_BUSINESS_LICENSE_SPECIALIST_JOB","Assists the public with general information as well as in completing required licensing forms, provides information to the public pertaining to licensing of businesses, and creates and maintains information sheets and other documentation for distribution to the public concerning business licenses.",true,"N","N","Y",,"N",,229
300000002568774,"PSC Cashier","ORA_PSC_CASHIER_JOB","Responsible for the sale and record keeping for various licenses and permits",true,"N","N","Y",,"N",,229
300000002568913,"PSC Chief Building Officer","ORA_PSC_CHIEF_BUILDING_OFFICER_JOB","Manages a staff of permit technicians and inspectors. Oversees that his staff processes permits expeditiously and accurately and that all fees are collected and accounted.",true,"N","N","Y",,"N",,229
300000002568909,"PSC Code Enforcement Application Administrator","ORA_PSC_CODE_ENFORCEMENT_APPLICATION_ADMINISTRATOR_JOB","Code Enforcement Offering Administrator",true,"N","N","Y",,"N",,229
300000002568772,"PSC Code Enforcement Officer","ORA_PSC_CODE_ENFORCEMENT_OFFICER_JOB","Enforces municipal code, follows the route to assigned cases, records notes and statuses, issue citations, records cases in the field if violations are found, researches history of address, parcel, owner, and past violations.",true,"N","N","Y",,"N",,229
300000002568742,"PSC Code Enforcement Supervisor","ORA_PSC_CODE_ENFORCEMENT_SUPERVISOR_JOB","Supervises, assigns, reviews, and participates in the operations and activities of an agency Code Enforcement Program including implementing activities related to setting and ensuring compliance with applicable ordinances, codes, and related regulations. The Supervisor ensures work quality and adherence to established policies and procedures, performs the more technical and complex tasks relative to assigned area of responsibility, and conducts field inspections and participates in hearings.",true,"N","N","Y",,"N",,229
300000002568737,"PSC Code Enforcement Technician","ORA_PSC_CODE_ENFORCEMENT_TECHNICIAN_JOB","Serves as a gatekeeper for all Code Enforcement incidents, assigns inspections to code officers, responds to direct communications, manages noticing procedures, and supports escalations where necessary.",true,"N","N","Y",,"N",,229
300000002568773,"PSC Economic Development Officer","ORA_PSC_ECONOMIC_DEV_OFFICER_JOB","Maintains various ledgers, registers and journals according to established account classifications, audits fees against department activity, researches discrepancies, performs accounting clerical work.",true,"N","N","Y",,"N",,229
300000002568806,"PSC Finance Administrator","ORA_PSC_FINANCE_ADMIN_JOB","Reviews all incoming permit applications for accuracy and checks for any needed supporting documentation. Reviews the checklist to determine if they need further review or routing to other departments.",true,"N","N","Y",,"N",,229
300000002568679,"PSC Geographical Information System Administrator","ORA_PSC_GIS_ADMIN_JOB","Uses Geographical Information System software and related programs for provision of maps, charts, graphs, and other related information for visual displays, presentations or reports.",true,"N","N","Y",,"N",,229
300000002568963,"PSC Inspections Supervisor","ORA_PSC_INSPECTIONS_SUPERVISOR_JOB","Manages the workflow and people to get through inspection jobs everyday. Keeps track of inspectors, districts and workload.",true,"N","N","Y",,"N",,229
300000002568766,"PSC Permit Technician","ORA_PSC_PERMIT_TECHNICIAN_JOB","Performs Permit Technician Duties. Process applications, fee assessments and collections, documents, standardization, and permit issuance.",true,"N","N","Y",,"N",,229
