"ActionReasonId","ActionReasonCode","ActionReason","StartDate","EndDate","ActionId"
300000232445826,"TUS","Temporary Unappoint Staff Mbr","1951-01-01","4712-12-31",300000232394836
300000232445884,"WUP","Term-UnsatisfactoryPerformance","1951-01-01","4712-12-31",300000000391522
300000232445695,"NON","Terminate Non Employee (SC)","1951-01-01","4712-12-31",300000000391522
300000232445742,"TER","Termination","1951-01-01","4712-12-31",300000000391522
300000232445766,"SDA","Termination - Disciplinary","1951-01-01","4712-12-31",300000000391522
300000232445913,"WMC","Termination - Mutual Consent","1951-01-01","4712-12-31",300000000391522
300000232445615,"WSR","Termination - Staff Reduction","1951-01-01","4712-12-31",300000000391522
300000232445899,"WAP","Termination -Abolition of Post","1951-01-01","4712-12-31",300000000391522
300000232445515,"AS1","Termination -Agreed Sep Type 1","1951-01-01","4712-12-31",300000000391522
300000232445508,"AS2","Termination -Agreed Sep Type 2","1951-01-01","4712-12-31",300000000391522
300000232445813,"HEA","Termination for Health Reasons","1951-01-01","4712-12-31",300000000391522
300000000335303,"MANAGER_TERMINATION","Termination of Manager","1900-01-01","4712-12-31",300000000391429
300000000338551,"CMP_TRAN","Transfer","1900-01-01","4712-12-31",300000000442336
300000232445798,"POS_TRF","Transfer","1951-01-01","4712-12-31",300000000391500
300000232445906,"TRF","Transfer From Another Agency","1951-01-01","4712-12-31",300000000391524
300000232445906,"TRF","Transfer From Another Agency","1951-01-01","4712-12-31",300000000391505
300000232445906,"TRF","Transfer From Another Agency","1951-01-01","4712-12-31",300000000391419
300000232445540,"TER_TRF","Transfer To Another Agency","1951-01-01","4712-12-31",300000000391522
300000000335304,"MANAGER_TRANSFER","Transfer of Manager","1900-01-01","4712-12-31",300000000391429
300000232445549,"TAF","Transfer to Affiliate","1951-01-01","4712-12-31",300000000391524
300000232445692,"ICO","Transition to new UNV ICOS","1951-01-01","4712-12-31",300000000391378
300000232445782,"UAC","UNFPA Appointment Conversion","1951-01-01","4712-12-31",300000000391500
300000232445782,"UAC","UNFPA Appointment Conversion","1951-01-01","4712-12-31",300000000391524
300000232445757,"COM","UNV - Change of Modality Only","1951-01-01","4712-12-31",300000000391524
300000232445665,"AGS","UNV Agreed Separation","1951-01-01","4712-12-31",300000000391522
300000232445613,"XFR_RES","UNV Duty ST Same Country","1951-01-01","4712-12-31",300000000391524
300000232445594,"RED","UNV Duty ST different Country","1951-01-01","4712-12-31",300000000391524
300000232445573,"LOA_VOL","UNV Volunteer Assignment","1951-01-01","4712-12-31",300000232394840
300000232445709,"UNP","Unassigned Position","1951-01-01","4712-12-31",300000000391524
300000232445898,"WUA","Unauthorized Absence","1951-01-01","4712-12-31",300000232394840
300000232445530,"USP","Unsatisfactory Performance","1951-01-01","4712-12-31",300000000391382
300000255165302,"UPDATE_ASSIGNMENT_STATUS","Update Assignment Status","1951-01-01","4712-12-31",300000000391378
300000255165301,"UPDATE PRIMARY FLAG","Update Primary Flag","1951-01-01","4712-12-31",300000000391378
300000232445875,"RNW_VOL","Volunteer","1951-01-01","4712-12-31",300000000391505
300000232445758,"WAG","WFP - Adjust Grade/Step","1951-01-01","4712-12-31",300000000442336
300000232445830,"WDL","WFP - Discontinue Lang Allow","1951-01-01","4712-12-31",300000000442336
300000232445942,"WGL","WFP - Grant Language Allowance","1951-01-01","4712-12-31",300000000442336
300000232445711,"RCS","WFP - Recall from Suspension","1951-01-01","4712-12-31",300000000391378
300000232445561,"WRS","WFP - Reinstatement (<1yr)","1951-01-01","4712-12-31",300000232394840
300000232445905,"WSL","WFP - Sick Leave with 3/4 Pay","1951-01-01","4712-12-31",300000232394836
300000232445672,"WES","WFP Early separation program","1951-01-01","4712-12-31",300000000391522
300000232445585,"WCP","WFP – Confirm Probation","1951-01-01","4712-12-31",300000000391378
300000232445768,"WDP","WFP – During Probation","1951-01-01","4712-12-31",300000000391522
300000232445611,"WEP","WFP – Extend Probation","1951-01-01","4712-12-31",300000000391378
300000232445859,"TER_WDM","WFP – Misconduct Dismissal","1951-01-01","4712-12-31",300000000391522
300000232445839,"WSM","WFP – Serious Misconduct","1951-01-01","4712-12-31",300000000391522
300000232445654,"WSP","WFP – Start Probation","1951-01-01","4712-12-31",300000000391378
300000232445806,"WSD","WFP – Sus W/o Pay Dis Measure","1951-01-01","4712-12-31",300000232394838
300000232445907,"SUS_WSW","WFP – Sus With Pay Pend Invest","1951-01-01","4712-12-31",300000232394838
300000232445644,"WSO","WFP – Sus Without Pay Pend Inv","1951-01-01","4712-12-31",300000232394838
300000232445814,"WSW","WFP – Suspension with Pay","1951-01-01","4712-12-31",300000000391378
300000232445728,"WGN","WFP- Category Change GS to NPO","1951-01-01","4712-12-31",300000000442336
300000232445633,"WNG","WFP- Category Change NPO to GS","1951-01-01","4712-12-31",300000000442336
300000232445701,"PAY_WSW","WFP-SPA step change upon WIGSI","1951-01-01","4712-12-31",300000000442336
300000000338546,"CMP_REAJ","Wage Readjustment","1900-01-01","4712-12-31",300000000442336
300000232445693,"SUS_SWP","With Pay","1951-01-01","4712-12-31",300000232394838
300000232445767,"WHS","Withhold/Loss of Grade/Step","1951-01-01","4712-12-31",300000000442336
300000232445712,"SWO","Without Pay","1951-01-01","4712-12-31",300000232394838
300000000335342,"WORK_RELATED","Work Incident or Work Related Illness","1900-01-01","4712-12-31",300000000391380
300000000335342,"WORK_RELATED","Work Incident or Work Related Illness","1900-01-01","4712-12-31",300000000391423
300000000335342,"WORK_RELATED","Work Incident or Work Related Illness","1900-01-01","4712-12-31",300000000391522
300000000335341,"WORKERREQ","Worker Request","1900-01-01","4712-12-31",300000000391405
300000000335341,"WORKERREQ","Worker Request","1900-01-01","4712-12-31",300000000391412
300000000335341,"WORKERREQ","Worker Request","1900-01-01","4712-12-31",300000000391514
300000000335341,"WORKERREQ","Worker Request","1900-01-01","4712-12-31",300000000391387
300000000335341,"WORKERREQ","Worker Request","1900-01-01","4712-12-31",300000000391393
300000000335341,"WORKERREQ","Worker Request","1900-01-01","4712-12-31",300000000391399
300000000335341,"WORKERREQ","Worker Request","1900-01-01","4712-12-31",300000000391524
300000232445634,"IFS","ad hoc step increment – IFAD","1951-01-01","4712-12-31",300000000442336
